timestamp,value,label,KPI ID
1477238400,0.1397535334956454,0,8a20c229e9860d0c
1477238700,0.139734079492538,0,8a20c229e9860d0c
1477239000,0.1456960829666713,0,8a20c229e9860d0c
1477239300,0.1461928085119165,0,8a20c229e9860d0c
1477239600,0.1416405717932927,0,8a20c229e9860d0c
1477239900,0.1363490829583279,0,8a20c229e9860d0c
1477240200,0.1300070779574003,0,8a20c229e9860d0c
1477240500,0.1277205841298515,0,8a20c229e9860d0c
1477240800,0.1186939267052268,0,8a20c229e9860d0c
1477241100,0.1113597675477071,0,8a20c229e9860d0c
1477241400,0.1028687436742524,0,8a20c229e9860d0c
1477241700,0.1019440300616595,0,8a20c229e9860d0c
1477242000,0.10685681430368,0,8a20c229e9860d0c
1477242300,0.1167290723951016,0,8a20c229e9860d0c
1477242600,0.1117786770804744,0,8a20c229e9860d0c
1477242900,0.0881316878817071,0,8a20c229e9860d0c
1477243200,0.0764891155108911,0,8a20c229e9860d0c
1477243500,0.0747382552345605,0,8a20c229e9860d0c
1477243800,0.0710121651798194,0,8a20c229e9860d0c
1477244100,0.06719918057802,0,8a20c229e9860d0c
1477244400,0.0623745878165693,0,8a20c229e9860d0c
1477244700,0.0591166907690472,0,8a20c229e9860d0c
1477245000,0.0587470647107317,0,8a20c229e9860d0c
1477245300,0.0538926424778883,0,8a20c229e9860d0c
1477245600,0.0624134958227357,0,8a20c229e9860d0c
1477245900,0.0513934515501529,0,8a20c229e9860d0c
1477246200,0.048659515652004,0,8a20c229e9860d0c
1477246500,0.0478139149852072,0,8a20c229e9860d0c
1477246800,0.044604004478577,0,8a20c229e9860d0c
1477247100,0.044360180973438,0,8a20c229e9860d0c
1477247400,0.0407222823994601,0,8a20c229e9860d0c
1477247700,0.0387678035577168,0,8a20c229e9860d0c
1477248000,0.039127054147457,0,8a20c229e9860d0c
1477248300,0.038028551440699,0,8a20c229e9860d0c
1477248600,0.0336319467468377,0,8a20c229e9860d0c
1477248900,0.0343219153892587,0,8a20c229e9860d0c
1477249200,0.0341468293613405,0,8a20c229e9860d0c
1477249500,0.0328239571525509,0,8a20c229e9860d0c
1477249800,0.0303053122217081,0,8a20c229e9860d0c
1477250100,0.0308889323139634,0,8a20c229e9860d0c
1477250400,0.0297606001357644,0,8a20c229e9860d0c
1477250700,0.0281939044217875,0,8a20c229e9860d0c
1477251000,0.02826264189954,0,8a20c229e9860d0c
1477251300,0.0273768362931136,0,8a20c229e9860d0c
1477251600,0.0274066657645546,0,8a20c229e9860d0c
1477251900,0.0275519223205485,0,8a20c229e9860d0c
1477252200,0.0261421555647489,0,8a20c229e9860d0c
1477252500,0.0251500014081568,0,8a20c229e9860d0c
1477252800,0.0310251103355701,0,8a20c229e9860d0c
1477253100,0.0253341659704621,0,8a20c229e9860d0c
1477253400,0.0239243992146625,0,8a20c229e9860d0c
1477253700,0.0332234126825008,0,8a20c229e9860d0c
1477254000,0.0243329332794828,0,8a20c229e9860d0c
1477254300,0.0219595449046339,0,8a20c229e9860d0c
1477254600,0.0222604334853903,0,8a20c229e9860d0c
1477254900,0.0227467835623502,0,8a20c229e9860d0c
1477255200,0.0216768133936185,0,8a20c229e9860d0c
1477255500,0.0226300595438992,0,8a20c229e9860d0c
1477255800,0.0219686234395044,0,8a20c229e9860d0c
1477256100,0.0220269854484882,0,8a20c229e9860d0c
1477256400,0.0374449313489272,0,8a20c229e9860d0c
1477256700,0.023554773156637,0,8a20c229e9860d0c
1477257000,0.0236714971750881,0,8a20c229e9860d0c
1477257300,0.0236131351656209,0,8a20c229e9860d0c
1477257600,0.0235353191534813,0,8a20c229e9860d0c
1477257900,0.0245274733100735,0,8a20c229e9860d0c
1477258200,0.0239438532178183,0,8a20c229e9860d0c
1477258500,0.0242641958017304,0,8a20c229e9860d0c
1477258800,0.0261706881027751,0,8a20c229e9860d0c
1477259100,0.0274741063084089,0,8a20c229e9860d0c
1477259400,0.0272795662778183,0,8a20c229e9860d0c
1477259700,0.0289137025356495,0,8a20c229e9860d0c
1477260000,0.0485233376304939,0,8a20c229e9860d0c
1477260300,0.0379701894317152,0,8a20c229e9860d0c
1477260600,0.0425224261498557,0,8a20c229e9860d0c
1477260900,0.0458192312036893,0,8a20c229e9860d0c
1477261200,0.0464132267641331,0,8a20c229e9860d0c
1477261500,0.0485038836274348,0,8a20c229e9860d0c
1477261800,0.0508292854611018,0,8a20c229e9860d0c
1477262100,0.0558769507910726,0,8a20c229e9860d0c
1477262400,0.0587665187137907,0,8a20c229e9860d0c
1477262700,0.0624329498257948,0,8a20c229e9860d0c
1477263000,0.062491311834972,0,8a20c229e9860d0c
1477263300,0.068279526215182,0,8a20c229e9860d0c
1477263600,0.0790272144447929,0,8a20c229e9860d0c
1477263900,0.0738044630871456,0,8a20c229e9860d0c
1477264200,0.0739302656403704,0,8a20c229e9860d0c
1477264500,0.0772374461622959,0,8a20c229e9860d0c
1477264800,0.0805446266842698,0,8a20c229e9860d0c
1477265100,0.0821593089390902,0,8a20c229e9860d0c
1477265400,0.0849321528434056,0,8a20c229e9860d0c
1477265700,0.091633408434369,0,8a20c229e9860d0c
1477266000,0.0920134099610096,0,8a20c229e9860d0c
1477266300,0.1015744040032956,0,8a20c229e9860d0c
1477266600,0.1013798639726084,0,8a20c229e9860d0c
1477266900,0.1031021917111061,0,8a20c229e9860d0c
1477267200,0.1127215477626148,0,8a20c229e9860d0c
1477267500,0.1067880768261692,0,8a20c229e9860d0c
1477267800,0.1129355417964095,0,8a20c229e9860d0c
1477268100,0.1156785562293322,0,8a20c229e9860d0c
1477268400,0.1191711982472195,0,8a20c229e9860d0c
1477268700,0.1226923728029398,0,8a20c229e9860d0c
1477269000,0.1275558735705086,0,8a20c229e9860d0c
1477269300,0.1333142584793259,0,8a20c229e9860d0c
1477269600,0.1352103753119403,0,8a20c229e9860d0c
1477269900,0.1363581614931017,0,8a20c229e9860d0c
1477270200,0.1371557756189582,0,8a20c229e9860d0c
1477270500,0.1477387532893229,0,8a20c229e9860d0c
1477270800,0.1566979701700933,0,8a20c229e9860d0c
1477271100,0.1442863162108718,0,8a20c229e9860d0c
1477271400,0.154596937838458,0,8a20c229e9860d0c
1477271700,0.1576992028610725,0,8a20c229e9860d0c
1477272000,0.1588080810361157,0,8a20c229e9860d0c
1477272300,0.1664535042429671,0,8a20c229e9860d0c
1477272600,0.1698385007770805,0,8a20c229e9860d0c
1477272900,0.1709188464140975,0,8a20c229e9860d0c
1477273200,0.1745761989914245,0,8a20c229e9860d0c
1477273500,0.1736709393818423,0,8a20c229e9860d0c
1477273800,0.1761519732402718,0,8a20c229e9860d0c
1477274100,0.1769106793599619,0,8a20c229e9860d0c
1477274400,0.175373813117426,0,8a20c229e9860d0c
1477274700,0.1780869980788594,0,8a20c229e9860d0c
