timestamp,cmdb_id,kpi_name,value
1647630000,node-6.adservice2-0,container_cpu_cfs_periods,103.5
1647630060,node-6.adservice2-0,container_cpu_cfs_periods,103.5
1647630120,node-6.adservice2-0,container_cpu_cfs_periods,100.0
1647630180,node-6.adservice2-0,container_cpu_cfs_periods,100.5
1647630240,node-6.adservice2-0,container_cpu_cfs_periods,85.0
1647630300,node-6.adservice2-0,container_cpu_cfs_periods,89.5
1647630360,node-6.adservice2-0,container_cpu_cfs_periods,106.5
1647630420,node-6.adservice2-0,container_cpu_cfs_periods,104.0
1647630480,node-6.adservice2-0,container_cpu_cfs_periods,80.0
1647630540,node-6.adservice2-0,container_cpu_cfs_periods,104.0
1647630600,node-6.adservice2-0,container_cpu_cfs_periods,82.0
1647630660,node-6.adservice2-0,container_cpu_cfs_periods,76.5
1647630720,node-6.adservice2-0,container_cpu_cfs_periods,98.0
1647630780,node-6.adservice2-0,container_cpu_cfs_periods,105.5
1647630840,node-6.adservice2-0,container_cpu_cfs_periods,82.0
1647630900,node-6.adservice2-0,container_cpu_cfs_periods,95.5
1647630960,node-6.adservice2-0,container_cpu_cfs_periods,89.5
1647631020,node-6.adservice2-0,container_cpu_cfs_periods,90.0
1647631080,node-6.adservice2-0,container_cpu_cfs_periods,93.5
1647631140,node-6.adservice2-0,container_cpu_cfs_periods,92.5
1647631200,node-6.adservice2-0,container_cpu_cfs_periods,74.0
1647631260,node-6.adservice2-0,container_cpu_cfs_periods,104.5
1647631320,node-6.adservice2-0,container_cpu_cfs_periods,82.0
1647631380,node-6.adservice2-0,container_cpu_cfs_periods,104.0
1647631440,node-6.adservice2-0,container_cpu_cfs_periods,92.5
1647631500,node-6.adservice2-0,container_cpu_cfs_periods,93.5
1647631560,node-6.adservice2-0,container_cpu_cfs_periods,89.5
1647631620,node-6.adservice2-0,container_cpu_cfs_periods,93.5
1647631680,node-6.adservice2-0,container_cpu_cfs_periods,95.0
1647631740,node-6.adservice2-0,container_cpu_cfs_periods,94.0
1647631800,node-6.adservice2-0,container_cpu_cfs_periods,103.0
1647631860,node-6.adservice2-0,container_cpu_cfs_periods,69.5
1647631920,node-6.adservice2-0,container_cpu_cfs_periods,98.0
1647631980,node-6.adservice2-0,container_cpu_cfs_periods,96.0
1647632040,node-6.adservice2-0,container_cpu_cfs_periods,105.0
1647632100,node-6.adservice2-0,container_cpu_cfs_periods,93.0
1647632160,node-6.adservice2-0,container_cpu_cfs_periods,84.5
1647632220,node-6.adservice2-0,container_cpu_cfs_periods,100.0
1647632280,node-6.adservice2-0,container_cpu_cfs_periods,84.5
1647632340,node-6.adservice2-0,container_cpu_cfs_periods,94.5
1647632400,node-6.adservice2-0,container_cpu_cfs_periods,92.0
1647632460,node-6.adservice2-0,container_cpu_cfs_periods,80.5
1647632520,node-6.adservice2-0,container_cpu_cfs_periods,75.0
1647632580,node-6.adservice2-0,container_cpu_cfs_periods,98.0
1647632640,node-6.adservice2-0,container_cpu_cfs_periods,96.0
1647632700,node-6.adservice2-0,container_cpu_cfs_periods,99.5
1647632760,node-6.adservice2-0,container_cpu_cfs_periods,70.5
1647632820,node-6.adservice2-0,container_cpu_cfs_periods,109.5
1647632880,node-6.adservice2-0,container_cpu_cfs_periods,89.0
1647632940,node-6.adservice2-0,container_cpu_cfs_periods,99.5
1647633000,node-6.adservice2-0,container_cpu_cfs_periods,82.5
1647633060,node-6.adservice2-0,container_cpu_cfs_periods,93.5
1647633120,node-6.adservice2-0,container_cpu_cfs_periods,98.0
1647633180,node-6.adservice2-0,container_cpu_cfs_periods,93.0
1647633240,node-6.adservice2-0,container_cpu_cfs_periods,91.5
1647633300,node-6.adservice2-0,container_cpu_cfs_periods,79.5
1647633360,node-6.adservice2-0,container_cpu_cfs_periods,99.5
1647633420,node-6.adservice2-0,container_cpu_cfs_periods,90.5
1647633480,node-6.adservice2-0,container_cpu_cfs_periods,83.0
1647633540,node-6.adservice2-0,container_cpu_cfs_periods,67.5
1647630000,node-5.frontend-1,container_cpu_cfs_periods,91.5
1647630060,node-5.frontend-1,container_cpu_cfs_periods,91.5
1647630120,node-5.frontend-1,container_cpu_cfs_periods,83.5
1647630180,node-5.frontend-1,container_cpu_cfs_periods,84.0
1647630240,node-5.frontend-1,container_cpu_cfs_periods,103.5
1647630300,node-5.frontend-1,container_cpu_cfs_periods,107.0
1647630360,node-5.frontend-1,container_cpu_cfs_periods,102.5
1647630420,node-5.frontend-1,container_cpu_cfs_periods,67.5
1647630480,node-5.frontend-1,container_cpu_cfs_periods,79.5
1647630540,node-5.frontend-1,container_cpu_cfs_periods,103.5
1647630600,node-5.frontend-1,container_cpu_cfs_periods,109.0
1647630660,node-5.frontend-1,container_cpu_cfs_periods,79.5
1647630720,node-5.frontend-1,container_cpu_cfs_periods,96.5
1647630780,node-5.frontend-1,container_cpu_cfs_periods,82.0
1647630840,node-5.frontend-1,container_cpu_cfs_periods,70.0
1647630900,node-5.frontend-1,container_cpu_cfs_periods,114.5
1647630960,node-5.frontend-1,container_cpu_cfs_periods,84.5
1647631020,node-5.frontend-1,container_cpu_cfs_periods,79.0
1647631080,node-5.frontend-1,container_cpu_cfs_periods,105.0
1647631140,node-5.frontend-1,container_cpu_cfs_periods,98.5
1647631200,node-5.frontend-1,container_cpu_cfs_periods,110.0
1647631260,node-5.frontend-1,container_cpu_cfs_periods,80.5
1647631320,node-5.frontend-1,container_cpu_cfs_periods,85.0
1647631380,node-5.frontend-1,container_cpu_cfs_periods,74.0
1647631440,node-5.frontend-1,container_cpu_cfs_periods,103.0
1647631500,node-5.frontend-1,container_cpu_cfs_periods,95.0
1647631560,node-5.frontend-1,container_cpu_cfs_periods,83.5
